id,diversity,citations,year,region,is_Biotech
EP19880307956,0.0287,0,1988,UKJ42,0
EP19880307655,0.111,0,1988,UKJ11,0
EP19820300020,0.0534,1,1982,UKF22,0
EP19880307537,0.0056,0,1988,UKI23,0
EP19870308784,0.0008,3,1987,UKJ13,0
EP19880309258,0.0076,0,1988,UKE22,0
EP19810305764,0.0041,1,1981,UKJ33,0
EP19880309219,0.0186,0,1988,GBZZZ,0
EP19860308111,0.0329,1,1986,UKC21,0
EP19880116871,0.0122,1,1988,UKI21,0
EP19880302218,0.0042,1,1988,UKE32,0
EP19880309170,0.0008,0,1988,UKJ42,0
EP19870302411,0.0008,2,1987,UKJ42,0
EP19880309060,0.0002,0,1988,UKJ14,0
EP19870300025,0.0002,1,1987,UKJ14,0
EP19880309015,0.0007,0,1988,UKK13,0
EP19870300343,0.033,1,1987,UKK13,0
EP19880308987,0.0086,0,1988,UKK15,0
EP19880308003,0.0032,0,1988,UKK13,0
EP19840810618,0.0056,1,1984,UKH12,0
EP19880202172,0.0004,0,1988,UKE42,0
EP19850307611,0.0014,1,1985,UKG23,0
EP19880309181,0.0044,0,1988,UKG13,0
EP19870302026,0.0053,1,1987,UKG13,0
EP19880309464,0.0165,0,1988,UKD63,0
EP19880309357,0.0009,0,1988,UKH33,0
EP19840308180,0.0023,2,1984,UKH33,0
EP19880309218,0.0842,1,1988,UKJ23,0
EP19880304565,0.0132,1,1988,UKC22,0
EP19860302020,0.0701,2,1986,GBZZZ,0
EP19880309479,0.0023,0,1988,UKG12,0
EP19830306930,0.0014,2,1983,UKG12,0
EP19880309511,0.0246,0,1988,UKJ14,0
EP19880309495,0.0012,0,1988,UKG24,0
EP19880300580,0.004,2,1988,UKD62,0
EP19880308759,0.007,0,1988,UKH23,0
EP19880308825,0.0063,0,1988,UKJ11,0
EP19880308672,0.0008,0,1988,UKK15,0
EP19870309752,0.0021,1,1987,UKK15,0
EP19880308644,0.001,0,1988,UKJ23,0
EP19810303779,0.001,1,1981,GBZZZ,0
EP19880308286,0.0053,0,1988,UKC12,0
EP19880308160,0.0012,0,1988,UKD43,0
EP19820303956,0.0012,1,1982,UKI23,0
EP19880308004,0.005,0,1988,UKG32,0
EP19880300194,0.0071,1,1988,UKI22,0
EP19880307927,0.0388,2,1988,UKJ14,1
EP19880303803,0.0744,3,1988,UKJ14,1
EP19880202045,0.0065,0,1988,UKD63,0
EP19870303529,0.0045,1,1987,UKD74,0
EP19860305221,0.0092,3,1986,UKG31,0
EP19880309042,0.0042,2,1988,UKH23,0
EP19880309039,0.0846,0,1988,UKJ42,0
EP19880202099,0.0005,0,1988,UKJ42,0
EP19880308194,0.0013,0,1988,UKI22,0
EP19870300290,0.0009,1,1987,UKI22,0
EP19880308787,0.0019,0,1988,UKL15,0
EP19860302142,0.002,3,1986,UKI23,0
EP19880308806,0.0031,0,1988,UKI23,0
EP19880308880,0.0134,0,1988,UKH23,0
EP19880310889,0.0242,0,1988,UKF22,0
EP19830200047,0.0056,1,1983,UKF22,0
EP20000127734,0.007,0,1988,UKH14,0
EP19870300466,0.0053,8,1987,UKJ42,0
EP19960119980,0.0388,0,1988,UKJ14,0
EP19880311856,0.0181,1,1988,UKJ23,0
EP19920200775,0.0017,0,1988,UKD63,0
EP19800303377,0.0011,2,1980,UKD63,0
EP19880311606,0.0043,1,1988,UKE41,0
EP19870301517,0.0024,1,1987,UKE41,0
EP19880302711,0.0044,0,1988,UKJ11,0
EP19850301712,0.0005,2,1985,UKI23,0
EP19880302710,0.0046,0,1988,UKJ11,0
EP19860305881,0.0034,2,1986,UKJ11,0
EP19880302709,0.0045,0,1988,UKJ11,0
EP19880309705,0.0019,0,1988,UKH12,0
EP19860302239,0.005,1,1986,UKH33,0
EP19900123713,0.036,0,1988,UKJ23,0
EP19860305698,0.0201,1,1986,GBZZZ,0
EP19900121158,0.0146,0,1988,UKD73,0
EP19880301024,0.0026,2,1988,UKD73,0
EP19900202739,0.044,0,1988,UKE12,0
EP19860302691,0.0371,2,1986,UKJ23,0
EP19880120109,0.001,1,1988,UKD31,0
EP19880120037,0.001,1,1988,UKD43,0
EP19930100641,0.0162,0,1988,UKI22,0
EP19860307276,0.0044,2,1986,UKJ13,0
EP19880312466,0.005,0,1988,UKC12,0
EP19930201289,0.0018,0,1988,UKF16,0
EP19850302618,0.0016,2,1985,UKF16,0
EP19880312092,0.001,0,1988,UKJ33,0
EP19870303719,0.0006,1,1987,UKJ33,0
EP19880120108,0.0011,0,1988,UKD43,0
EP19880120038,0.0014,1,1988,UKD43,0
EP19880310299,0.0023,1,1988,UKF16,0
EP19820306628,0.002,2,1982,UKD62,0
EP19880300208,0.003,0,1988,UKH13,0
EP19880906987,0.0017,0,1988,GBZZZ,0
EP19930115989,0.0082,0,1988,UKJ11,0
EP19940108114,0.0035,0,1988,UKE44,0
EP19800303722,0.0034,2,1980,UKI23,0
EP19890202801,0.1152,0,1988,UKJ11,0
EP19880402042,0.0302,0,1988,UKE41,0
EP19880904753,0.0008,0,1988,UKH12,0
EP19830303975,0.0003,1,1983,UKJ24,0
EP19880309565,0.001,0,1988,UKJ14,0
EP19810300467,0.003,2,1981,UKJ14,0
EP19880306721,0.0041,1,1988,UKJ11,0
EP19850308160,0.0056,3,1985,UKJ11,0
EP19880309937,0.0009,0,1988,UKC12,0
EP19840300454,0.0014,1,1984,UKK43,0
EP19880310705,0.0014,0,1988,UKH33,0
EP19880308991,0.0011,0,1988,UKK15,0
EP19880311286,0.0031,0,1988,UKJ13,0
EP19880307584,0.0033,1,1988,UKI23,0
EP19840308453,0.0114,1,1984,UKI23,0
EP19880307970,0.027,0,1988,UKI22,0
EP19870307885,0.0082,1,1987,UKJ14,1
EP19880305468,0.0022,0,1988,UKH14,0
EP19870307754,0.0028,1,1987,UKH14,0
EP19880305398,0.0005,0,1988,UKH14,0
EP19870307756,0.0031,1,1987,UKH14,0
EP19880901081,0.0017,0,1988,UKH25,0
EP19870303048,0.0012,2,1987,UKH25,0
EP19880311936,0.0032,2,1988,UKJ11,0
EP19860302270,0.0056,4,1986,UKJ11,0
EP19920119134,0.0064,0,1988,UKG32,0
EP19870300504,0.0061,3,1987,UKG31,0
EP19880311702,0.0326,3,1988,UKD74,0
EP19860305746,0.0298,5,1986,UKD74,0
EP19880311613,0.0029,0,1988,UKD12,0
EP19880302982,0.0016,1,1988,UKH14,0
EP19880311596,0.0023,0,1988,UKJ14,0
EP19890101095,0.0008,0,1988,UKD32,0
EP19830307161,0.0032,1,1983,UKI23,0
EP19880311593,0.0262,0,1988,UKH12,0
EP19880301042,0.0061,1,1988,UKJ14,0
EP19880311523,0.0007,0,1988,UKM34,0
EP19860309665,0.0007,1,1986,UKG31,0
EP19860116972,0.0007,1,1986,UKM36,0
EP19880311315,0.0016,0,1988,UKJ11,0
EP19870304838,0.0053,3,1987,UKJ11,0
EP19880310484,0.0229,0,1988,UKD43,0
EP19880310005,0.0012,1,1988,UKJ11,0
EP19880311768,0.0179,0,1988,UKD74,0
EP19870302618,0.0029,6,1987,UKD43,0
EP19880311766,0.003,2,1988,UKJ11,0
EP19880311379,0.0003,0,1988,UKK15,0
EP19860306673,0.0003,1,1986,UKJ11,0
EP19880310495,0.0024,0,1988,UKH14,0
EP19860304188,0.0029,1,1986,UKH14,0
EP19850304029,0.003,1,1985,UKH14,0
EP19880202863,0.007,0,1988,UKJ33,0
EP19860306815,0.0007,2,1986,UKH13,0
EP19880311785,0.0179,0,1988,UKJ23,0
EP19860301685,0.0014,1,1986,UKJ23,0
EP19880311786,0.0184,0,1988,UKJ23,0
EP19880311787,0.0236,0,1988,UKJ23,0
EP19880120881,0.0016,0,1988,UKE22,0
EP19880117711,0.003,2,1988,UKE22,0
EP19880202355,0.0222,0,1988,UKD74,0
EP19880202722,0.0103,0,1988,UKJ42,0
EP19840305114,0.0124,2,1984,UKJ11,1
EP19880202618,0.0372,0,1988,UKH23,0
EP19880311039,0.0011,0,1988,UKH33,0
EP19850308409,0.0003,1,1985,UKF22,0
EP19880311026,0.0005,0,1988,UKJ11,0
EP19880302439,0.0008,1,1988,UKL23,0
EP19880311061,0.0075,0,1988,UKK15,0
EP19840305232,0.0005,1,1984,GBZZZ,0
EP19880311113,0.0105,0,1988,UKD71,0
EP19890200042,0.0218,0,1988,UKL23,0
EP19880810781,0.001,0,1988,UKD62,0
EP19880810298,0.0094,1,1988,UKD62,0
EP19880302553,0.0109,2,1988,UKH14,0
EP19880308476,0.0029,0,1988,UKJ33,0
EP19850302670,0.0014,1,1985,UKJ11,0
EP19880311467,0.0504,0,1988,UKJ14,0
EP19880810797,0.0018,0,1988,UKD31,0
EP19880310797,0.0084,0,1988,UKH23,0
EP19880301760,0.0095,3,1988,UKE11,0
EP19880310794,0.0016,0,1988,UKH13,0
EP19880310763,0.0055,6,1988,UKJ33,0
EP19820300757,0.0053,7,1982,UKJ33,0
EP19880311114,0.0114,1,1988,UKD71,0
EP19880311156,0.0028,0,1988,UKG13,0
EP19880311387,0.0116,1,1988,UKF13,0
EP19870308314,0.0088,4,1987,UKJ11,0
EP19880311386,0.01,0,1988,UKI23,0
EP19880311385,0.0105,1,1988,UKI23,0
EP19880311290,0.0016,0,1988,UKE12,0
EP19880311968,0.0064,0,1988,UKJ14,0
EP19880311966,0.0247,0,1988,UKJ14,0
EP19880311964,0.0185,0,1988,UKL15,0
EP19880311802,0.1152,1,1988,UKJ11,0
EP19880312237,0.0014,0,1988,UKJ23,0
EP19810108088,0.0004,1,1981,UKG39,0
EP19880312187,0.0045,1,1988,UKJ13,0
EP19870306315,0.0033,1,1987,UKI23,0
EP19880311112,0.0098,0,1988,UKD63,0
EP19880311431,0.0227,1,1988,UKJ23,0
EP19860108111,0.0155,2,1986,UKJ23,0
EP19880311626,0.0034,0,1988,UKH13,0
EP19880311788,0.002,0,1988,UKI23,0
EP19880311751,0.0007,0,1988,UKJ13,0
EP19820304949,0.0008,1,1982,UKJ13,0
EP19880311686,0.0035,0,1988,UKC12,0
EP19880300279,0.0006,1,1988,UKI23,1
EP19880312287,0.0534,0,1988,UKH33,0
EP19880202880,0.0191,1,1988,UKH23,0
EP19880202860,0.0005,0,1988,UKI22,0
EP19880310000,0.0889,17,1988,UKF16,1
EP19880312115,0.0076,0,1988,UKH24,0
EP19880121579,0.0007,0,1988,UKI21,0
EP19860302820,0.0012,1,1986,UKH33,0
EP19880312101,0.0017,0,1988,UKH23,0
EP19830307339,0.0014,2,1983,UKH23,0
EP19880311956,0.0612,0,1988,UKH23,0
EP19820306680,0.0341,1,1982,GBZZZ,0
EP19880311933,0.0005,0,1988,UKJ33,0
EP19830302228,0.0005,1,1983,UKJ23,0
EP19880311771,0.0005,0,1988,GBZZZ,0
EP19860303989,0.0005,1,1986,UKF22,0
EP19880311648,0.0007,2,1988,UKH23,0
EP19840302664,0.0014,2,1984,UKM24,0
EP19880311509,0.0014,1,1988,UKD73,0
EP19880303176,0.0146,2,1988,UKD73,0
EP19880312043,0.1053,2,1988,UKH33,1
EP19880312038,0.0288,0,1988,UKH33,0
EP19880307069,0.0235,0,1988,UKE31,0
EP19840306976,0.0231,1,1984,UKE31,0
EP19880306965,0.0005,0,1988,GBZZZ,0
EP19880301224,0.0062,0,1988,UKH33,0
EP19880302146,0.0012,0,1988,UKG31,0
EP19840305102,0.016,2,1984,UKJ23,1
EP19880302743,0.0019,0,1988,UKD31,0
EP19880303282,0.0057,0,1988,UKH14,0
EP19880302890,0.0108,0,1988,UKM26,0
EP19830307053,0.0101,1,1983,UKE31,0
EP19880303308,0.0453,0,1988,UKD74,0
EP19880105771,0.0018,1,1988,UKL21,0
EP19880303157,0.0259,12,1988,UKF16,1
EP19880303354,0.0017,0,1988,UKD63,0
EP19850308352,0.0015,1,1985,GBZZZ,0
EP19880303335,0.0107,3,1988,UKJ23,0
EP19870306547,0.0196,6,1987,UKJ23,1
EP19880303089,0.0014,0,1988,UKN02,0
EP19860107126,0.0012,1,1986,UKF12,0
EP19880301876,0.0019,0,1988,UKJ11,0
EP19870301302,0.0002,1,1987,UKJ23,0
EP19820303346,0.001,3,1982,UKJ11,0
EP19880301659,0.0012,0,1988,UKD74,0
EP19850301181,0.0028,1,1985,UKH23,0
EP19880303365,0.0004,0,1988,UKJ22,0
EP19830307907,0.0004,1,1983,UKF22,0
EP19880303534,0.004,0,1988,GBZZZ,0
EP19810305162,0.0052,1,1981,GBZZZ,0
EP19880303585,0.0488,0,1988,UKK43,0
EP19880303309,0.0453,0,1988,UKD74,0
EP19880303334,0.0487,0,1988,UKH33,0
EP19870305585,0.0273,4,1987,UKH33,0
EP19880303327,0.002,0,1988,UKH13,0
EP19850302871,0.0019,1,1985,UKH13,0
EP19880303664,0.0089,0,1988,UKM31,0
EP19880302892,0.0037,0,1988,UKH14,0
EP19830107305,0.0035,1,1983,UKH33,0
EP19880301383,0.0178,1,1988,GBZZZ,0
EP19880301649,0.0014,0,1988,UKJ11,0
EP19880302231,0.0079,0,1988,UKJ23,0
EP19860300916,0.0012,3,1986,UKD74,0
EP19880302696,0.0007,0,1988,UKJ23,0
EP19860201630,0.0025,1,1986,UKJ23,0
EP19880302557,0.0039,0,1988,UKJ13,0
EP19840112275,0.0029,1,1984,UKH33,0
EP19880302513,0.0022,0,1988,UKH23,0
EP19870306307,0.0018,2,1987,UKH33,0
EP19880302669,0.0275,0,1988,UKJ23,0
EP19880302888,0.0067,0,1988,UKC21,0
EP19880301880,0.0023,0,1988,UKK15,0
EP19850308813,0.0025,1,1985,UKF15,0
EP19880301871,0.0032,1,1988,GBZZZ,0
EP19850305776,0.0046,3,1985,GBZZZ,0
EP19820303167,0.0029,2,1982,UKF30,0
EP19880200463,0.0093,0,1988,UKJ42,0
EP19790302156,0.0385,1,1979,GBZZZ,0
EP19880302151,0.1136,0,1988,UKH23,0
EP19880302835,0.0005,1,1988,UKE22,0
EP19860302754,0.0004,3,1986,UKE42,0
EP19880302735,0.0014,0,1988,UKJ23,0
EP19880302522,0.0021,0,1988,UKD31,0
EP19840309068,0.0035,1,1984,UKF13,0
EP19880302939,0.0007,0,1988,UKE22,0
EP19860107086,0.0007,1,1986,UKE22,0
EP19880302891,0.044,2,1988,UKE12,0
EP19860302692,0.0371,1,1986,UKJ23,0
EP19880304433,0.0007,0,1988,UKH33,0
EP19830301730,0.0016,1,1983,UKF21,0
EP19880304364,0.0042,1,1988,GBZZZ,0
EP19880304325,0.0064,1,1988,UKK13,0
EP19870304144,0.0064,2,1987,UKK13,0
EP19880302060,0.0023,0,1988,UKD74,0
EP19850304862,0.0061,1,1985,UKK30,0
EP19880304295,0.0184,0,1988,UKJ23,0
EP19880304169,0.0014,0,1988,UKM22,0
EP19850304545,0.0009,1,1985,GBZZZ,0
EP19880303924,0.0011,0,1988,UKG24,0
EP19880303891,0.0004,0,1988,UKG24,0
EP19840302561,0.0013,1,1984,UKG24,0
EP19880304626,0.034,0,1988,UKJ23,0
EP19880304566,0.0006,1,1988,GBZZZ,0
EP19860309234,0.0006,1,1986,UKG38,0
EP19880304448,0.0053,0,1988,UKD63,0
EP19790301201,0.0175,4,1979,GBZZZ,0
EP19880304447,0.0072,0,1988,UKD63,0
EP19830307126,0.0217,2,1983,UKJ42,0
EP19880304648,0.0043,0,1988,UKH14,0
EP19840302085,0.0058,2,1984,UKL15,0
EP19880304446,0.0039,0,1988,UKD63,0
EP19880303427,0.0006,0,1988,UKJ42,0
EP19810300908,0.0007,1,1981,UKD12,0
EP19880304429,0.0026,0,1988,UKK23,0
EP19820109842,0.0003,2,1982,UKJ13,0
EP19880304360,0.0006,0,1988,UKI23,0
EP19880304319,0.026,0,1988,UKF22,0
EP19880304291,0.0125,1,1988,UKD74,0
EP19870301227,0.0277,1,1987,UKJ13,0
EP19880106808,0.0103,0,1988,UKJ42,0
EP19880303593,0.002,0,1988,UKH24,0
EP19880303532,0.006,0,1988,UKK14,0
EP19880303336,0.1167,0,1988,UKH33,0
EP19880302588,0.0012,0,1988,UKJ11,0
EP19880303675,0.01,0,1988,UKD74,0
EP19880303819,0.0012,1,1988,UKI23,0
EP19870301631,0.0015,1,1987,UKJ11,0
EP19880303764,0.005,0,1988,UKH13,0
EP19790200405,0.0043,1,1978,UKI23,0
EP19880303870,0.0008,0,1988,GBZZZ,0
EP19810301735,0.0034,2,1981,UKF15,0
EP19880303410,0.0316,0,1988,UKJ42,0
EP19880303318,0.0045,0,1988,UKC11,0
EP19880304058,0.0041,0,1988,UKF22,0
EP19820303545,0.0099,1,1982,UKF22,0
EP19850309010,0.0032,1,1985,UKF22,0
EP19880302048,0.018,0,1988,UKJ23,0
EP19880301897,0.046,1,1988,UKJ23,1
EP19880300430,0.0101,0,1988,UKK30,0
EP19830305667,0.0049,1,1983,UKJ42,0
EP19880200055,0.0038,0,1988,UKM35,0
EP19840201747,0.0143,1,1984,UKJ42,0
EP19880301064,0.1102,0,1988,UKH23,0
EP19880307398,0.1304,1,1988,UKH23,0
EP19850307449,0.0698,1,1985,UKH23,0
EP19880301049,0.004,2,1988,UKE22,0
EP19860301031,0.0122,2,1986,UKD62,0
EP19880300817,0.0082,3,1988,GBZZZ,0
EP19880300511,0.0004,0,1988,UKH33,0
EP19880305375,0.0016,1,1988,UKH33,0
EP19880300429,0.0075,3,1988,UKF25,1
EP19880300161,0.0017,0,1988,UKJ12,0
EP19800300924,0.0012,1,1980,UKJ33,0
EP19880300024,0.0039,1,1988,UKH33,0
EP19840304715,0.0032,1,1984,UKH33,0
EP19880300641,0.055,0,1988,UKJ23,0
EP19870302836,0.0153,1,1987,UKJ23,1
EP19880300899,0.0031,1,1988,GBZZZ,0
EP19880300652,0.0206,0,1988,UKJ13,0
EP19880301115,0.0007,1,1988,UKJ42,0
EP19830304380,0.0006,2,1983,UKJ42,0
EP19840305350,0.0015,1,1984,JE000,0
EP19880301177,0.0042,0,1988,GBZZZ,0
EP19880300869,0.0021,0,1988,UKJ11,0
EP19840308708,0.0043,2,1984,UKK15,0
EP19880300827,0.0055,2,1988,UKJ33,0
EP19880300669,0.0206,1,1988,GBZZZ,0
EP19870301386,0.0477,2,1987,UKJ11,0
EP19880300544,0.0002,0,1988,UKJ33,0
EP19870201270,0.0006,1,1987,UKI11,0
EP19880301143,0.0011,1,1988,UKE42,0
EP19840304667,0.0005,4,1984,UKE42,0
EP19880300478,0.022,0,1988,UKF14,0
EP19880300385,0.0024,0,1988,UKE31,0
EP19880300376,0.059,0,1988,UKH33,0
EP19880200283,0.0024,0,1988,UKH24,0
EP19880300344,0.0072,0,1988,UKI11,0
EP19860305462,0.0137,1,1986,UKI23,0
EP19880300327,0.0152,0,1988,UKG36,0
EP19880300180,0.0036,0,1988,UKD63,0
EP19880300181,0.0008,1,1988,UKC12,0
EP19880300297,0.0005,0,1988,UKJ33,0
EP19810300394,0.0005,1,1981,UKE31,0
EP19880300246,0.0061,0,1988,UKK11,0
EP19880300002,0.0035,1,1988,UKC13,0
EP19860305334,0.0045,1,1986,UKI23,0
EP19880300179,0.0079,1,1988,UKH23,0
EP19880300147,0.0001,0,1988,UKI11,0
EP19830304931,0.0001,1,1983,GBZZZ,0
EP19880300004,0.0093,0,1988,UKJ42,0
EP19880300133,0.0014,0,1988,UKL24,0
EP19850304463,0.0014,1,1985,UKD61,0
EP19880300124,0.0007,1,1988,UKJ23,0
EP19880200054,0.001,0,1988,UKJ42,0
EP19850200525,0.0302,2,1985,UKJ42,0
EP19880100247,0.0074,0,1988,UKF24,0
EP19880300354,0.031,0,1988,UKJ42,0
EP19880300691,0.0124,4,1988,UKD74,0
EP19860305745,0.0139,2,1986,UKD74,0
EP19880300688,0.0044,0,1988,UKD74,0
EP19880300458,0.0107,0,1988,UKI23,0
EP19880300426,0.031,0,1988,UKJ42,0
EP19880300537,0.0006,0,1988,UKE42,0
EP19850306376,0.0006,1,1985,UKE42,0
EP19880300611,0.0025,0,1988,UKM38,0
EP19860308701,0.0012,1,1986,UKF25,0
EP19880300446,0.0015,0,1988,UKJ42,0
EP19790302792,0.0015,1,1979,UKJ42,0
EP19790300441,0.0005,1,1979,UKJ32,0
EP19880300440,0.0024,1,1988,UKF22,0
EP19830301954,0.0006,3,1983,GBZZZ,0
EP19810304722,0.001,1,1981,UKF22,0
EP19880302206,0.0279,0,1988,UKD74,0
EP19850303216,0.0441,3,1985,UKD74,0
EP19880302195,0.0023,0,1988,UKH11,0
EP19870300492,0.0009,2,1987,UKH14,0
EP19880301982,0.0152,0,1988,UKK13,0
EP19870310854,0.0039,1,1987,UKK13,0
EP19880301959,0.001,1,1988,UKJ42,0
EP19880301859,0.0058,0,1988,GBZZZ,0
EP19850304470,0.0061,1,1985,GBZZZ,0
EP19880301534,0.006,0,1988,UKD12,0
EP19870310000,0.0023,2,1987,UKI11,0
EP19880301776,0.0014,0,1988,UKJ23,0
EP19870305272,0.0014,1,1987,UKJ33,0
EP19880301625,0.0257,0,1988,UKF16,0
EP19860309631,0.0353,1,1986,UKF14,0
EP19830305791,0.1032,1,1983,UKF16,0
EP19880301361,0.0009,0,1988,UKD32,0
EP19880301306,0.0056,1,1988,UKJ13,0
EP19880300520,0.0028,0,1988,UKK30,0
EP19860306531,0.0147,1,1986,UKK30,0
EP19880301946,0.0007,0,1988,UKJ13,0
EP19840201089,0.0004,1,1984,UKE13,0
EP19880301974,0.0022,2,1988,UKI22,0
EP19820300563,0.0012,1,1982,UKK13,0
EP19880301981,0.0008,0,1988,GBZZZ,0
EP19850305254,0.0007,1,1985,GBZZZ,0
EP19880302109,0.0327,0,1988,UKI11,0
EP19860301251,0.0221,2,1986,UKE12,0
EP19880302108,0.0347,0,1988,UKE12,0
EP19880302340,0.0015,0,1988,UKE31,0
EP19880301860,0.0022,0,1988,UKG13,0
EP19810300847,0.0079,2,1981,UKH33,0
EP19880301484,0.0014,0,1988,UKJ23,0
EP19860111759,0.02,1,1986,UKJ23,0
EP19880301474,0.0552,0,1988,UKJ42,0
EP19840101685,0.0002,1,1984,UKJ42,0
EP19880301289,0.0007,0,1988,GBZZZ,0
EP19870304579,0.0007,1,1987,GBZZZ,0
EP19880302618,0.0022,1,1988,UKJ33,0
EP19870307129,0.0019,2,1987,UKJ32,0
EP19880302608,0.0004,0,1988,UKH23,0
EP19840301455,0.0006,1,1984,UKL16,0
EP19880302559,0.0023,0,1988,UKE41,0
EP19850307356,0.01,1,1985,UKE41,1
EP19880302527,0.0056,0,1988,UKJ23,0
EP19850302259,0.0049,1,1985,UKJ23,0
EP19870304578,0.0007,1,1987,GBZZZ,0
EP19880302441,0.0008,0,1988,UKE31,0
EP19860300414,0.0008,1,1986,UKJ23,0
EP19880302383,0.0003,0,1988,UKH23,0
EP19810303084,0.0004,1,1981,GBZZZ,0
EP19880302486,0.0464,2,1988,GBZZZ,0
EP19870302525,0.0464,12,1987,UKD12,0
EP19880302364,0.0105,1,1988,UKJ14,0
EP19870304577,0.0007,2,1987,GBZZZ,0
EP19880301152,0.0061,0,1988,UKH14,0
EP19860303208,0.0007,1,1986,UKM31,0
EP19880300353,0.031,0,1988,UKJ42,0
EP19880200428,0.0045,1,1988,UKJ23,0
EP19880200480,0.0054,0,1988,UKD63,0
EP19840303173,0.0301,1,1984,UKH33,0
EP19880301742,0.0026,1,1988,UKI21,0
EP19880301628,0.0432,2,1988,UKD74,0
EP19880301617,0.0003,1,1988,UKJ33,0
EP19830307699,0.0003,1,1983,UKJ33,0
EP19880301344,0.0003,0,1988,UKF13,0
EP19820303301,0.0003,1,1982,UKH23,0
EP19880301022,0.0017,0,1988,UKH12,0
EP19880200297,0.0007,0,1988,UKJ23,0
EP19850201810,0.0099,1,1985,UKJ23,0
EP19840201864,0.0016,1,1984,UKJ23,0
EP19880301893,0.0005,0,1988,UKH21,0
EP19850305808,0.0003,1,1985,UKJ33,0
EP19880200337,0.0018,0,1988,UKJ23,0
EP19880301757,0.0105,0,1988,UKK15,0
EP19850300938,0.0079,1,1985,UKK13,0
EP19880301725,0.0023,1,1988,UKD12,0
EP19880301494,0.0082,0,1988,UKH14,0
EP19880301399,0.0927,0,1988,UKD62,0
EP19850302882,0.0753,1,1985,GBZZZ,0
EP19880307570,0.0029,0,1988,UKL21,0
EP19850306294,0.0068,1,1985,UKE31,0
EP19880303569,0.0554,0,1988,UKJ11,0
EP19880303539,0.0069,1,1988,UKL16,0
EP19840303885,0.0087,3,1984,UKG12,0
EP19880201376,0.0251,4,1988,UKD74,0
EP19840308963,0.0306,4,1984,UKJ42,0
EP19790300824,0.0279,3,1979,UKJ42,0
EP19880201366,0.0416,0,1988,UKJ42,0
EP19840305113,0.0124,1,1984,UKJ11,1
EP19870301737,0.0075,1,1987,UKE31,0
EP19880307489,0.007,4,1988,UKH14,0
EP19880305803,0.0008,0,1988,UKK23,0
EP19850308531,0.0047,1,1985,UKJ33,0
EP19880305497,0.0033,0,1988,UKL13,0
EP19880305469,0.0016,0,1988,UKG31,0
EP19860300661,0.0012,1,1986,UKG31,0
EP19880304217,0.0108,1,1988,UKE31,0
EP19880307475,0.0014,1,1988,UKI23,0
EP19830305061,0.0015,2,1983,UKJ23,0
EP19880306670,0.0073,0,1988,UKL16,0
EP19880306821,0.0029,0,1988,UKI23,0
EP19840810216,0.0012,1,1984,UKH12,0
EP19880307137,0.0032,0,1988,UKD41,0
EP19860304766,0.0081,1,1986,UKD43,0
EP19880307282,0.002,1,1988,UKJ11,0
EP19870302916,0.0017,1,1987,UKJ11,0
EP19870306689,0.0013,3,1987,UKJ11,0
EP19870300804,0.0025,1,1987,UKJ11,0
EP19880306446,0.1425,2,1988,UKJ42,1
EP19860301895,0.1385,3,1986,UKJ13,0
EP19880306448,0.0139,0,1988,UKD74,0
EP19880306447,0.0024,0,1988,UKD63,0
EP19880306377,0.0558,0,1988,UKJ42,0
EP19880306118,0.0025,0,1988,UKD61,0
EP19850306841,0.0058,1,1985,UKJ13,0
EP19880305915,0.0033,0,1988,UKH33,0
EP19870300251,0.0053,1,1987,UKH33,0
EP19880307178,0.0004,0,1988,UKD62,0
EP19840308471,0.0004,1,1984,GBZZZ,0
EP19880306228,0.0615,0,1988,UKD43,0
EP19880300280,0.128,6,1988,UKJ11,0
EP19870307565,0.0024,1,1987,UKJ11,0
EP19880307200,0.0079,0,1988,UKH24,0
EP19870305592,0.0435,5,1987,UKJ11,0
EP19880306483,0.0013,0,1988,UKH23,0
EP19880307720,0.0361,0,1988,UKD63,0
EP19790302706,0.0168,2,1979,UKJ23,0
EP19880306471,0.0213,0,1988,UKJ11,0
EP19880201078,0.0012,0,1988,UKJ42,0
EP19840201187,0.0026,1,1984,UKJ42,0
EP19840200180,0.0011,1,1984,UKJ42,0
EP19880110789,0.0956,0,1988,UKH23,0
EP19880307571,0.0028,0,1988,UKL21,0
EP19870301738,0.0075,1,1987,UKE31,0
EP19880306982,0.0197,0,1988,UKJ23,0
EP19880306981,0.0094,0,1988,UKJ23,0
EP19870300810,0.0028,1,1987,UKJ23,0
EP19880305799,0.0447,0,1988,UKE12,0
EP19880305972,0.004,0,1988,UKD63,0
EP19870307796,0.0204,2,1987,UKD62,0
EP19880306282,0.0009,0,1988,UKI23,0
EP19870306233,0.0013,1,1987,UKI23,0
EP19880306275,0.0007,1,1988,UKH33,0
EP19860115925,0.0009,1,1986,UKC14,0
EP19880306267,0.0017,0,1988,UKG33,0
EP19830304777,0.0014,1,1983,UKD43,0
EP19880306151,0.0007,0,1988,UKD43,0
EP19880306075,0.0006,0,1988,UKE22,0
EP19880306057,0.0004,0,1988,UKI23,0
EP19870310678,0.0008,1,1987,UKG33,0
EP19880306007,0.0272,0,1988,UKI11,0
EP19860300028,0.0155,1,1986,UKD31,0
EP19880307701,0.0004,0,1988,UKJ12,0
EP19860202335,0.0025,1,1986,UKH24,1
