id,diversity,citations,year,region,is_Biotech
EP19860308901,0.0008,1,1986,UKE32,0
EP19870306535,0.0118,2,1987,UKH23,1
EP19860302651,0.0097,2,1986,UKF24,1
EP19820305562,0.0008,1,1982,UKJ23,0
EP19790301942,0.001,1,1979,UKJ11,0
EP19860300478,0.0042,1,1986,UKI11,0
EP19850300031,0.0048,5,1985,UKJ13,0
EP19850303272,0.0028,1,1985,UKJ23,0
EP19850309476,0.0029,1,1985,UKH33,0
EP19820305813,0.0656,1,1982,UKD12,0
EP19870305236,0.0086,2,1987,UKH14,0
EP19870307066,0.0002,1,1987,UKH33,0
EP19790300947,0.0002,2,1979,UKJ11,0
EP19850307746,0.0004,1,1985,UKJ33,0
EP19860306766,0.0284,1,1986,UKD74,0
EP19860301276,0.0082,1,1986,UKJ14,1
EP19870307064,0.0064,1,1987,UKJ13,0
EP19870304075,0.0038,1,1987,GBZZZ,0
EP19840308000,0.0005,1,1984,UKG13,0
EP19850300035,0.0059,2,1985,UKJ13,0
EP19850300034,0.0056,3,1985,UKJ13,0
EP19870306595,0.0027,3,1987,UKJ23,0
EP19850307447,0.0023,2,1985,UKE32,0
EP19870306545,0.0027,2,1987,UKH33,0
EP19790300504,0.0007,1,1979,GBZZZ,0
EP19860300168,0.0009,1,1986,UKD63,0
EP19860303313,0.0006,1,1986,UKH33,0
EP19870305858,0.0017,1,1987,UKK13,0
EP19870306878,0.0033,2,1987,UKK12,0
EP19840307978,0.0028,1,1984,UKH12,0
EP19850301934,0.0028,3,1985,UKK12,0
EP19860302922,0.0051,1,1986,UKH33,0
EP19850305093,0.0003,2,1985,UKH33,0
EP19850300033,0.0067,1,1985,UKJ13,0
EP19830304006,0.0009,1,1983,UKK21,0
EP19870306548,0.0017,1,1987,UKH33,0
EP19870304143,0.0018,1,1987,UKD31,0
EP19790302503,0.0031,2,1979,GBZZZ,0
EP19850307581,0.0063,6,1985,UKJ33,0
EP19860302325,0.0019,1,1986,UKK15,0
EP19870305034,0.0047,2,1987,UKG12,0
EP19850304588,0.0093,2,1985,UKG13,0
EP19870305029,0.0005,1,1987,UKL17,0
EP19850305210,0.0038,1,1985,UKG13,0
EP19840308990,0.0024,1,1984,UKI23,0
EP19870302944,0.0005,1,1987,UKJ33,0
EP19840306746,0.0003,2,1984,UKJ23,0
EP19870302708,0.0011,1,1987,UKM22,0
EP19790300913,0.0049,1,1979,UKG33,0
EP19860305478,0.0027,1,1986,UKC21,0
EP19840308798,0.0001,2,1984,UKM22,0
EP19840201382,0.0013,1,1984,UKI22,0
EP19850201381,0.0084,1,1985,UKJ23,0
EP19870307368,0.0009,2,1987,UKE22,0
EP19850104591,0.005,1,1985,UKJ33,0
EP19840305277,0.0031,1,1984,UKK15,0
EP19840303050,0.0005,1,1984,GBZZZ,0
EP19850304893,0.0074,1,1985,UKJ14,1
EP19840308562,0.0044,1,1984,UKD62,0
EP19850309297,0.0029,2,1985,UKH33,0
EP19850300038,0.0474,1,1985,UKJ23,0
EP19870305208,0.0005,1,1987,GBZZZ,0
EP19840301451,0.0005,3,1984,UKH12,0
EP19870305201,0.003,1,1987,UKD32,0
EP19820306420,0.0051,1,1982,UKI11,0
EP19870305071,0.0004,1,1987,UKH13,0
EP19860302940,0.0006,1,1986,UKD43,0
EP19860308279,0.0194,1,1986,UKI23,0
EP19850305151,0.0053,1,1985,UKI23,0
EP19870303535,0.0421,4,1987,UKJ23,1
EP19840303105,0.0118,1,1984,UKK15,0
EP19850308369,0.0216,1,1985,UKH12,0
EP19830306107,0.0085,1,1983,UKJ33,0
EP19830101592,0.0102,1,1983,UKJ33,0
EP19870305310,0.0054,1,1987,UKH14,0
EP19830306282,0.0036,2,1983,UKJ23,0
EP19870305297,0.0683,1,1987,UKD62,0
EP19860303658,0.0023,1,1986,UKJ33,0
EP19870303967,0.0101,2,1987,UKH33,0
EP19860306869,0.121,3,1986,UKH33,0
EP19860302424,0.0225,1,1986,UKJ23,1
EP19840115345,0.0234,6,1984,UKJ23,1
EP19820304668,0.0002,1,1982,UKK23,0
EP19840301401,0.0046,1,1984,UKD63,0
EP19830306831,0.0005,1,1983,UKD31,0
EP19850114747,0.0016,1,1985,UKI23,0
EP19850303081,0.1122,1,1985,UKF22,0
EP19840306646,0.0007,1,1984,UKH14,0
EP19820304196,0.0024,1,1982,UKJ33,0
EP19850302281,0.0044,1,1985,UKE31,0
EP19800304060,0.0006,1,1980,UKF16,0
EP19830307148,0.0007,1,1983,UKE32,0
EP19840300124,0.0005,1,1984,UKF16,0
EP19820300880,0.0008,1,1982,UKE31,0
EP19800302665,0.0024,1,1980,UKG13,0
EP19870304776,0.0117,2,1987,UKJ42,0
EP19870304630,0.0014,1,1987,UKJ23,0
EP19800301990,0.0002,2,1980,UKI23,0
EP19840304339,0.0124,1,1984,UKD43,0
EP19850309189,0.0007,1,1985,UKK11,0
EP19870305732,0.0206,13,1987,UKF16,1
EP19870304714,0.0011,1,1987,UKJ33,0
EP19840303346,0.0011,1,1984,UKJ33,0
EP19820103791,0.031,1,1982,UKJ23,0
EP19850309164,0.0143,1,1985,UKJ14,0
EP19860300002,0.0015,1,1986,UKG24,0
EP19830300662,0.0203,4,1983,UKI11,0
EP19860304840,0.0049,1,1986,UKJ13,0
EP19870306775,0.0285,3,1987,UKE12,0
EP19820300436,0.0024,1,1982,UKD31,0
EP19880309819,0.0177,1,1988,UKI23,0
EP19790302188,0.036,1,1979,UKC11,0
EP19820300368,0.0006,1,1982,UKE31,0
EP19840302699,0.006,1,1984,UKJ33,0
EP19850300831,0.0032,1,1985,UKK30,0
EP19880310240,0.0004,1,1988,UKE22,0
EP19860309829,0.0006,2,1986,UKE22,0
EP19840306608,0.0015,1,1984,UKD43,0
EP19860301124,0.0011,2,1986,UKI23,0
EP19880309718,0.0073,1,1988,UKG32,0
EP19880309711,0.0036,3,1988,UKJ23,0
EP19860309667,0.017,6,1986,UKJ24,0
EP19880309710,0.037,1,1988,UKJ23,0
EP19860307360,0.0032,1,1986,UKD43,0
EP19850300092,0.0064,1,1985,UKF16,0
EP19860305604,0.0267,7,1986,UKJ42,1
EP19880310110,0.0006,2,1988,UKM27,0
EP19810304385,0.0011,1,1981,UKL13,0
EP19800304039,0.0013,1,1980,UKL22,0
EP19790302062,0.0038,2,1979,UKH23,0
EP19860307981,0.0019,3,1986,UKH23,0
EP19880308999,0.0024,1,1988,UKK12,0
EP19880307864,0.004,1,1988,UKK22,0
EP19810301281,0.0002,2,1981,UKK22,0
EP19860305672,0.0285,1,1986,UKH23,0
EP19860305671,0.0724,3,1986,UKH23,0
EP19860304434,0.0008,1,1986,GBZZZ,0
EP19880311522,0.0131,1,1988,UKI23,0
EP19820306326,0.005,1,1982,UKL22,0
EP19880310944,0.0008,2,1988,UKI11,0
EP19790302047,0.0005,1,1979,UKH33,0
EP19880310839,0.005,1,1988,UKG32,0
EP19880310627,0.0032,1,1988,UKG32,0
EP19880310841,0.0113,2,1988,UKG31,0
EP19860306602,0.0021,1,1986,UKD32,0
EP19860201118,0.0027,1,1986,UKH12,0
EP19880308986,0.0619,1,1988,UKH33,0
EP19870306686,0.0047,1,1987,UKH33,0
EP19880300522,0.0403,3,1988,UKH23,0
EP19880303299,0.0623,6,1988,UKH23,0
EP19840305878,0.0037,1,1984,UKI12,0
EP19880310394,0.0039,1,1988,UKD43,0
EP19860300938,0.0038,1,1986,UKD43,0
EP19820306041,0.0009,1,1982,UKF22,0
EP19810300419,0.0009,2,1981,UKJ23,0
EP19800300057,0.001,1,1980,UKK43,0
EP19860302376,0.0028,2,1986,UKK13,0
EP19840308321,0.0064,2,1984,UKK13,0
EP19880301282,0.0003,1,1988,GBZZZ,0
EP19870302942,0.0002,1,1987,UKJ31,0
EP19880301856,0.0017,4,1988,UKH12,0
EP19820303158,0.0007,1,1982,UKD62,1
EP19880310183,0.0421,1,1988,UKG24,0
EP19880307351,0.0155,1,1988,UKJ42,0
EP19830304196,0.0755,4,1983,UKJ42,0
EP19800100126,0.0005,1,1980,GBZZZ,0
EP19870301689,0.0192,3,1987,UKD31,0
EP19870309551,0.0009,1,1987,UKI12,0
EP19840308681,0.0012,2,1984,GBZZZ,0
EP19880308357,0.0134,1,1988,UKJ42,0
EP19890305579,0.0138,1,1989,UKI23,1
EP19880308176,0.0092,1,1988,UKJ32,0
EP19860304019,0.0089,1,1986,UKI21,0
EP19870303465,0.0005,3,1987,UKK15,0
EP19880308136,0.0246,1,1988,UKI11,0
EP19860309946,0.0016,4,1986,UKJ11,0
EP19880307756,0.003,1,1988,UKC21,0
EP19870310664,0.0158,1,1987,UKH12,0
EP19870305714,0.0012,1,1987,UKH12,0
EP19880307549,0.0019,1,1988,UKJ33,0
EP19840302021,0.0046,1,1984,UKJ33,0
EP19820304559,0.0013,1,1982,UKM38,0
EP19880300587,0.0007,4,1988,UKE12,0
EP19820305364,0.0005,1,1982,UKK15,0
EP19880308127,0.0605,4,1988,UKH23,0
EP19880201842,0.001,1,1988,UKJ42,0
EP19860201428,0.0014,3,1986,UKJ42,0
EP19870307818,0.0002,1,1987,UKH23,0
EP19880201841,0.0037,1,1988,UKJ42,0
EP19880201833,0.023,4,1988,UKD74,0
EP19840110113,0.0005,1,1984,UKD43,0
EP19850300741,0.0004,1,1985,UKD43,0
EP19880308085,0.0059,2,1988,UKJ33,0
EP19860307157,0.0048,2,1986,UKJ33,0
EP19880307754,0.003,1,1988,UKC21,0
EP19860307824,0.0373,3,1986,UKJ23,0
EP19870303595,0.0049,3,1987,UKC11,0
EP19880308126,0.0395,3,1988,UKJ23,0
EP19870200744,0.0399,2,1987,GBZZZ,0
EP19860305402,0.0046,2,1986,GBZZZ,0
EP19850307536,0.0051,1,1985,UKJ23,0
EP19820300020,0.0534,1,1982,UKF22,0
EP19870308784,0.0008,3,1987,UKJ13,0
EP19810305764,0.0041,1,1981,UKJ33,0
EP19860308111,0.0329,1,1986,UKC21,0
EP19880116871,0.0122,1,1988,UKI21,0
EP19880302218,0.0042,1,1988,UKE32,0
EP19870302411,0.0008,2,1987,UKJ42,0
EP19870300025,0.0002,1,1987,UKJ14,0
EP19870300343,0.033,1,1987,UKK13,0
EP19840810618,0.0056,1,1984,UKH12,0
EP19850307611,0.0014,1,1985,UKG23,0
EP19870302026,0.0053,1,1987,UKG13,0
EP19840308180,0.0023,2,1984,UKH33,0
EP19880309218,0.0842,1,1988,UKJ23,0
EP19880304565,0.0132,1,1988,UKC22,0
EP19860302020,0.0701,2,1986,GBZZZ,0
EP19830306930,0.0014,2,1983,UKG12,0
EP19880300580,0.004,2,1988,UKD62,0
EP19870309752,0.0021,1,1987,UKK15,0
EP19810303779,0.001,1,1981,GBZZZ,0
EP19820303956,0.0012,1,1982,UKI23,0
EP19880300194,0.0071,1,1988,UKI22,0
EP19880307927,0.0388,2,1988,UKJ14,1
EP19880303803,0.0744,3,1988,UKJ14,1
EP19870303529,0.0045,1,1987,UKD74,0
EP19860305221,0.0092,3,1986,UKG31,0
EP19880309042,0.0042,2,1988,UKH23,0
EP19870300290,0.0009,1,1987,UKI22,0
EP19860302142,0.002,3,1986,UKI23,0
EP19830200047,0.0056,1,1983,UKF22,0
EP19870300466,0.0053,8,1987,UKJ42,0
EP19880311856,0.0181,1,1988,UKJ23,0
EP19800303377,0.0011,2,1980,UKD63,0
EP19880311606,0.0043,1,1988,UKE41,0
EP19870301517,0.0024,1,1987,UKE41,0
EP19850301712,0.0005,2,1985,UKI23,0
EP19860305881,0.0034,2,1986,UKJ11,0
EP19860302239,0.005,1,1986,UKH33,0
EP19860305698,0.0201,1,1986,GBZZZ,0
EP19880301024,0.0026,2,1988,UKD73,0
EP19860302691,0.0371,2,1986,UKJ23,0
EP19880120109,0.001,1,1988,UKD31,0
EP19880120037,0.001,1,1988,UKD43,0
EP19860307276,0.0044,2,1986,UKJ13,0
EP19850302618,0.0016,2,1985,UKF16,0
EP19870303719,0.0006,1,1987,UKJ33,0
EP19880120038,0.0014,1,1988,UKD43,0
EP19880310299,0.0023,1,1988,UKF16,0
EP19820306628,0.002,2,1982,UKD62,0
EP19800303722,0.0034,2,1980,UKI23,0
EP19830303975,0.0003,1,1983,UKJ24,0
EP19810300467,0.003,2,1981,UKJ14,0
EP19880306721,0.0041,1,1988,UKJ11,0
EP19850308160,0.0056,3,1985,UKJ11,0
EP19840300454,0.0014,1,1984,UKK43,0
EP19880307584,0.0033,1,1988,UKI23,0
EP19840308453,0.0114,1,1984,UKI23,0
EP19870307885,0.0082,1,1987,UKJ14,1
EP19870307754,0.0028,1,1987,UKH14,0
EP19870307756,0.0031,1,1987,UKH14,0
EP19870303048,0.0012,2,1987,UKH25,0
EP19880311936,0.0032,2,1988,UKJ11,0
EP19860302270,0.0056,4,1986,UKJ11,0
EP19870300504,0.0061,3,1987,UKG31,0
EP19880311702,0.0326,3,1988,UKD74,0
EP19860305746,0.0298,5,1986,UKD74,0
EP19880302982,0.0016,1,1988,UKH14,0
EP19830307161,0.0032,1,1983,UKI23,0
EP19880301042,0.0061,1,1988,UKJ14,0
EP19860309665,0.0007,1,1986,UKG31,0
EP19860116972,0.0007,1,1986,UKM36,0
EP19870304838,0.0053,3,1987,UKJ11,0
EP19880310005,0.0012,1,1988,UKJ11,0
EP19870302618,0.0029,6,1987,UKD43,0
EP19880311766,0.003,2,1988,UKJ11,0
EP19860306673,0.0003,1,1986,UKJ11,0
EP19860304188,0.0029,1,1986,UKH14,0
EP19850304029,0.003,1,1985,UKH14,0
EP19860306815,0.0007,2,1986,UKH13,0
EP19860301685,0.0014,1,1986,UKJ23,0
EP19880117711,0.003,2,1988,UKE22,0
EP19840305114,0.0124,2,1984,UKJ11,1
EP19850308409,0.0003,1,1985,UKF22,0
EP19880302439,0.0008,1,1988,UKL23,0
EP19840305232,0.0005,1,1984,GBZZZ,0
EP19880810298,0.0094,1,1988,UKD62,0
EP19880302553,0.0109,2,1988,UKH14,0
EP19850302670,0.0014,1,1985,UKJ11,0
EP19880301760,0.0095,3,1988,UKE11,0
EP19880310763,0.0055,6,1988,UKJ33,0
EP19820300757,0.0053,7,1982,UKJ33,0
EP19880311114,0.0114,1,1988,UKD71,0
EP19880311387,0.0116,1,1988,UKF13,0
EP19870308314,0.0088,4,1987,UKJ11,0
EP19880311385,0.0105,1,1988,UKI23,0
EP19880311802,0.1152,1,1988,UKJ11,0
EP19810108088,0.0004,1,1981,UKG39,0
EP19880312187,0.0045,1,1988,UKJ13,0
EP19870306315,0.0033,1,1987,UKI23,0
EP19880311431,0.0227,1,1988,UKJ23,0
EP19860108111,0.0155,2,1986,UKJ23,0
EP19820304949,0.0008,1,1982,UKJ13,0
EP19880300279,0.0006,1,1988,UKI23,1
EP19880202880,0.0191,1,1988,UKH23,0
EP19880310000,0.0889,17,1988,UKF16,1
EP19860302820,0.0012,1,1986,UKH33,0
EP19830307339,0.0014,2,1983,UKH23,0
EP19820306680,0.0341,1,1982,GBZZZ,0
EP19830302228,0.0005,1,1983,UKJ23,0
EP19860303989,0.0005,1,1986,UKF22,0
EP19880311648,0.0007,2,1988,UKH23,0
EP19840302664,0.0014,2,1984,UKM24,0
EP19880311509,0.0014,1,1988,UKD73,0
EP19880303176,0.0146,2,1988,UKD73,0
EP19880312043,0.1053,2,1988,UKH33,1
EP19840306976,0.0231,1,1984,UKE31,0
EP19840305102,0.016,2,1984,UKJ23,1
EP19830307053,0.0101,1,1983,UKE31,0
EP19880105771,0.0018,1,1988,UKL21,0
EP19880303157,0.0259,12,1988,UKF16,1
EP19850308352,0.0015,1,1985,GBZZZ,0
EP19880303335,0.0107,3,1988,UKJ23,0
EP19870306547,0.0196,6,1987,UKJ23,1
EP19860107126,0.0012,1,1986,UKF12,0
EP19870301302,0.0002,1,1987,UKJ23,0
EP19820303346,0.001,3,1982,UKJ11,0
EP19850301181,0.0028,1,1985,UKH23,0
EP19830307907,0.0004,1,1983,UKF22,0
EP19810305162,0.0052,1,1981,GBZZZ,0
EP19870305585,0.0273,4,1987,UKH33,0
EP19850302871,0.0019,1,1985,UKH13,0
EP19830107305,0.0035,1,1983,UKH33,0
EP19880301383,0.0178,1,1988,GBZZZ,0
EP19860300916,0.0012,3,1986,UKD74,0
EP19860201630,0.0025,1,1986,UKJ23,0
EP19840112275,0.0029,1,1984,UKH33,0
EP19870306307,0.0018,2,1987,UKH33,0
EP19850308813,0.0025,1,1985,UKF15,0
EP19880301871,0.0032,1,1988,GBZZZ,0
EP19850305776,0.0046,3,1985,GBZZZ,0
EP19820303167,0.0029,2,1982,UKF30,0
EP19790302156,0.0385,1,1979,GBZZZ,0
EP19880302835,0.0005,1,1988,UKE22,0
EP19860302754,0.0004,3,1986,UKE42,0
EP19840309068,0.0035,1,1984,UKF13,0
EP19860107086,0.0007,1,1986,UKE22,0
EP19880302891,0.044,2,1988,UKE12,0
EP19860302692,0.0371,1,1986,UKJ23,0
EP19830301730,0.0016,1,1983,UKF21,0
EP19880304364,0.0042,1,1988,GBZZZ,0
EP19880304325,0.0064,1,1988,UKK13,0
EP19870304144,0.0064,2,1987,UKK13,0
EP19850304862,0.0061,1,1985,UKK30,0
EP19850304545,0.0009,1,1985,GBZZZ,0
EP19840302561,0.0013,1,1984,UKG24,0
EP19880304566,0.0006,1,1988,GBZZZ,0
EP19860309234,0.0006,1,1986,UKG38,0
EP19790301201,0.0175,4,1979,GBZZZ,0
EP19830307126,0.0217,2,1983,UKJ42,0
EP19840302085,0.0058,2,1984,UKL15,0
EP19810300908,0.0007,1,1981,UKD12,0
EP19820109842,0.0003,2,1982,UKJ13,0
EP19880304291,0.0125,1,1988,UKD74,0
EP19870301227,0.0277,1,1987,UKJ13,0
EP19880303819,0.0012,1,1988,UKI23,0
EP19870301631,0.0015,1,1987,UKJ11,0
EP19790200405,0.0043,1,1978,UKI23,0
EP19810301735,0.0034,2,1981,UKF15,0
EP19820303545,0.0099,1,1982,UKF22,0
EP19850309010,0.0032,1,1985,UKF22,0
EP19880301897,0.046,1,1988,UKJ23,1
EP19830305667,0.0049,1,1983,UKJ42,0
EP19840201747,0.0143,1,1984,UKJ42,0
EP19880307398,0.1304,1,1988,UKH23,0
EP19850307449,0.0698,1,1985,UKH23,0
EP19880301049,0.004,2,1988,UKE22,0
EP19860301031,0.0122,2,1986,UKD62,0
EP19880300817,0.0082,3,1988,GBZZZ,0
EP19880305375,0.0016,1,1988,UKH33,0
EP19880300429,0.0075,3,1988,UKF25,1
EP19800300924,0.0012,1,1980,UKJ33,0
EP19880300024,0.0039,1,1988,UKH33,0
EP19840304715,0.0032,1,1984,UKH33,0
EP19870302836,0.0153,1,1987,UKJ23,1
EP19880300899,0.0031,1,1988,GBZZZ,0
EP19880301115,0.0007,1,1988,UKJ42,0
EP19830304380,0.0006,2,1983,UKJ42,0
EP19840305350,0.0015,1,1984,JE000,0
EP19840308708,0.0043,2,1984,UKK15,0
EP19880300827,0.0055,2,1988,UKJ33,0
EP19880300669,0.0206,1,1988,GBZZZ,0
EP19870301386,0.0477,2,1987,UKJ11,0
EP19870201270,0.0006,1,1987,UKI11,0
EP19880301143,0.0011,1,1988,UKE42,0
EP19840304667,0.0005,4,1984,UKE42,0
EP19860305462,0.0137,1,1986,UKI23,0
EP19880300181,0.0008,1,1988,UKC12,0
EP19810300394,0.0005,1,1981,UKE31,0
EP19880300002,0.0035,1,1988,UKC13,0
EP19860305334,0.0045,1,1986,UKI23,0
EP19880300179,0.0079,1,1988,UKH23,0
EP19830304931,0.0001,1,1983,GBZZZ,0
EP19850304463,0.0014,1,1985,UKD61,0
EP19880300124,0.0007,1,1988,UKJ23,0
EP19850200525,0.0302,2,1985,UKJ42,0
EP19880300691,0.0124,4,1988,UKD74,0
EP19860305745,0.0139,2,1986,UKD74,0
EP19850306376,0.0006,1,1985,UKE42,0
EP19860308701,0.0012,1,1986,UKF25,0
EP19790302792,0.0015,1,1979,UKJ42,0
EP19790300441,0.0005,1,1979,UKJ32,0
EP19880300440,0.0024,1,1988,UKF22,0
EP19830301954,0.0006,3,1983,GBZZZ,0
EP19810304722,0.001,1,1981,UKF22,0
EP19850303216,0.0441,3,1985,UKD74,0
EP19870300492,0.0009,2,1987,UKH14,0
EP19870310854,0.0039,1,1987,UKK13,0
EP19880301959,0.001,1,1988,UKJ42,0
EP19850304470,0.0061,1,1985,GBZZZ,0
EP19870310000,0.0023,2,1987,UKI11,0
EP19870305272,0.0014,1,1987,UKJ33,0
EP19860309631,0.0353,1,1986,UKF14,0
EP19830305791,0.1032,1,1983,UKF16,0
EP19880301306,0.0056,1,1988,UKJ13,0
EP19860306531,0.0147,1,1986,UKK30,0
EP19840201089,0.0004,1,1984,UKE13,0
EP19880301974,0.0022,2,1988,UKI22,0
EP19820300563,0.0012,1,1982,UKK13,0
EP19850305254,0.0007,1,1985,GBZZZ,0
EP19860301251,0.0221,2,1986,UKE12,0
EP19810300847,0.0079,2,1981,UKH33,0
EP19860111759,0.02,1,1986,UKJ23,0
EP19840101685,0.0002,1,1984,UKJ42,0
EP19870304579,0.0007,1,1987,GBZZZ,0
EP19880302618,0.0022,1,1988,UKJ33,0
EP19870307129,0.0019,2,1987,UKJ32,0
EP19840301455,0.0006,1,1984,UKL16,0
EP19850307356,0.01,1,1985,UKE41,1
EP19850302259,0.0049,1,1985,UKJ23,0
EP19870304578,0.0007,1,1987,GBZZZ,0
EP19860300414,0.0008,1,1986,UKJ23,0
EP19810303084,0.0004,1,1981,GBZZZ,0
EP19880302486,0.0464,2,1988,GBZZZ,0
EP19870302525,0.0464,12,1987,UKD12,0
EP19880302364,0.0105,1,1988,UKJ14,0
EP19870304577,0.0007,2,1987,GBZZZ,0
EP19860303208,0.0007,1,1986,UKM31,0
EP19880200428,0.0045,1,1988,UKJ23,0
EP19840303173,0.0301,1,1984,UKH33,0
EP19880301742,0.0026,1,1988,UKI21,0
EP19880301628,0.0432,2,1988,UKD74,0
EP19880301617,0.0003,1,1988,UKJ33,0
EP19830307699,0.0003,1,1983,UKJ33,0
EP19820303301,0.0003,1,1982,UKH23,0
EP19850201810,0.0099,1,1985,UKJ23,0
EP19840201864,0.0016,1,1984,UKJ23,0
EP19850305808,0.0003,1,1985,UKJ33,0
EP19850300938,0.0079,1,1985,UKK13,0
EP19880301725,0.0023,1,1988,UKD12,0
EP19850302882,0.0753,1,1985,GBZZZ,0
EP19850306294,0.0068,1,1985,UKE31,0
EP19880303539,0.0069,1,1988,UKL16,0
EP19840303885,0.0087,3,1984,UKG12,0
EP19880201376,0.0251,4,1988,UKD74,0
EP19840308963,0.0306,4,1984,UKJ42,0
EP19790300824,0.0279,3,1979,UKJ42,0
EP19840305113,0.0124,1,1984,UKJ11,1
EP19870301737,0.0075,1,1987,UKE31,0
EP19880307489,0.007,4,1988,UKH14,0
EP19850308531,0.0047,1,1985,UKJ33,0
EP19860300661,0.0012,1,1986,UKG31,0
EP19880304217,0.0108,1,1988,UKE31,0
EP19880307475,0.0014,1,1988,UKI23,0
EP19830305061,0.0015,2,1983,UKJ23,0
EP19840810216,0.0012,1,1984,UKH12,0
EP19860304766,0.0081,1,1986,UKD43,0
EP19880307282,0.002,1,1988,UKJ11,0
EP19870302916,0.0017,1,1987,UKJ11,0
EP19870306689,0.0013,3,1987,UKJ11,0
EP19870300804,0.0025,1,1987,UKJ11,0
EP19880306446,0.1425,2,1988,UKJ42,1
EP19860301895,0.1385,3,1986,UKJ13,0
EP19850306841,0.0058,1,1985,UKJ13,0
EP19870300251,0.0053,1,1987,UKH33,0
EP19840308471,0.0004,1,1984,GBZZZ,0
EP19880300280,0.128,6,1988,UKJ11,0
EP19870307565,0.0024,1,1987,UKJ11,0
EP19870305592,0.0435,5,1987,UKJ11,0
EP19790302706,0.0168,2,1979,UKJ23,0
EP19840201187,0.0026,1,1984,UKJ42,0
EP19840200180,0.0011,1,1984,UKJ42,0
EP19870301738,0.0075,1,1987,UKE31,0
EP19870300810,0.0028,1,1987,UKJ23,0
EP19870307796,0.0204,2,1987,UKD62,0
EP19870306233,0.0013,1,1987,UKI23,0
EP19880306275,0.0007,1,1988,UKH33,0
EP19860115925,0.0009,1,1986,UKC14,0
EP19830304777,0.0014,1,1983,UKD43,0
EP19870310678,0.0008,1,1987,UKG33,0
EP19860300028,0.0155,1,1986,UKD31,0
EP19860202335,0.0025,1,1986,UKH24,1
EP19880201421,0.0059,1,1988,UKJ23,0
EP19880305377,0.0004,1,1988,GBZZZ,0
EP19840302390,0.0004,2,1984,GBZZZ,0
EP19880305144,0.0087,2,1988,UKJ23,0
EP19840307125,0.0136,1,1984,UKJ11,0
EP19790301802,0.0006,1,1979,UKJ42,0
EP19840308181,0.0365,4,1984,UKI23,0
EP19870306806,0.0017,1,1987,UKH33,0
EP19880306852,0.001,1,1988,IM000,0
EP19860301600,0.0025,1,1986,UKJ13,0
EP19870310264,0.0061,1,1987,UKM27,0
EP19850305250,0.0004,1,1985,UKD43,0
EP19860111706,0.0173,1,1986,UKD63,0
EP19810110645,0.003,1,1981,UKH23,0
EP19870300601,0.0025,2,1987,UKJ13,0
EP19860200479,0.0034,1,1986,UKJ32,0
EP19880306388,0.05,1,1988,UKH23,0
EP19850301788,0.0021,1,1985,UKH14,0
EP19880307149,0.0049,1,1988,UKI23,0
EP19800301045,0.0008,1,1980,UKG24,0
EP19880307278,0.0245,1,1988,UKD74,0
EP19830201217,0.0163,1,1983,UKD63,0
EP19830304578,0.0085,1,1983,UKM50,0
EP19840304890,0.0006,1,1984,UKK12,0
EP19850307214,0.0018,1,1985,GBZZZ,0
EP19860304217,0.0019,1,1986,UKE31,0
EP19830107252,0.0063,1,1983,UKJ33,1
EP19880201696,0.0032,1,1988,UKF24,0
EP19880307283,0.0008,1,1988,UKI12,0
EP19840305194,0.0004,1,1984,UKJ13,0
EP19880201071,0.0028,1,1988,UKG31,0
EP19860306071,0.0285,1,1986,UKH33,0
EP19860306070,0.0218,1,1986,UKH33,0
EP19880307406,0.0044,2,1988,UKG13,0
EP19870309754,0.0015,3,1987,UKG13,0
EP19860305548,0.0005,1,1986,UKJ11,0
EP19780300427,0.0007,1,1978,UKJ11,0
EP19860305631,0.003,1,1986,UKI12,0
EP19850114013,0.0082,2,1983,UKH14,0
EP19880305337,0.0314,1,1988,UKD31,0
EP19810304165,0.0005,1,1981,UKK23,0
EP19880305561,0.0006,2,1988,IM000,0
EP19850302211,0.0082,8,1985,UKH14,0
EP19880304809,0.0003,1,1988,UKK12,0
EP19870306423,0.0002,2,1987,UKJ33,0
EP19840201176,0.0014,1,1984,UKI22,0
EP19850301004,0.0017,1,1985,GBZZZ,0
EP19850301510,0.0021,4,1985,UKG24,0
EP19860309410,0.0002,1,1986,UKD74,0
EP19850306709,0.0022,2,1985,UKE42,0
EP19850305624,0.0028,1,1985,UKE31,0
EP19880304911,0.0006,1,1988,UKK13,0
EP19820305097,0.0212,2,1982,UKG36,0
EP19860307102,0.0017,1,1986,GBZZZ,0
EP19800301084,0.0011,1,1980,UKG22,0
EP19880304690,0.003,2,1988,UKD61,0
EP19860307212,0.0196,1,1986,UKD61,0
EP19850306028,0.0015,3,1985,UKH33,0
EP19860301905,0.0018,1,1986,UKD32,0
EP19850306657,0.0088,1,1985,UKH23,0
EP19880305306,0.0284,5,1988,UKI21,0
EP19860309981,0.0327,6,1986,UKI21,0
EP19850307175,0.0047,1,1985,UKH33,0
EP19880305219,0.0039,1,1988,UKI23,0
EP19810301364,0.0014,2,1981,UKM33,0
EP19880303789,0.002,1,1988,UKJ22,0
EP19860303003,0.002,1,1986,UKJ22,0
EP19850303497,0.0122,2,1985,UKJ11,0
EP19830306785,0.0002,1,1983,UKJ13,0
EP19870102937,0.0014,1,1987,UKE42,0
EP19860200709,0.0014,1,1986,UKI22,0
